ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000793,2023-02-16T08:07:08,CUST_07834,individual,web_form,mobile_app,performance,low,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,37.05,0,negative,2,1,ios,EU
TCKT_000794,2023-08-15T05:41:28,CUST_06605,enterprise,email,billing,feature_request,medium,in_progress,gold,Can you add an option to customize billing?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,0,ios,LATAM
TCKT_000795,2023-10-10T12:25:52,CUST_02023,non_profit,email,data_export,other,low,on_hold,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,ios,NA
TCKT_000796,2024-05-08T07:40:49,CUST_07346,education,phone_transcript,api_integration,billing_problem,medium,in_progress,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,1,api_client,APAC
TCKT_000797,2025-12-13T01:14:37,CUST_02667,small_business,web_form,api_integration,security_concern,high,in_progress,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,android,EU
TCKT_000798,2022-08-08T22:55:57,CUST_09157,education,web_form,login_auth,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,18.64,0,very_negative,0,0,desktop_app,EU
TCKT_000799,2024-03-13T01:33:52,CUST_02581,non_profit,in_app,notifications,account_access,low,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,27.13,0,very_negative,0,0,api_client,APAC
TCKT_000800,2022-01-26T15:16:19,CUST_01075,education,chat,notifications,how_to,medium,resolved,gold,How can I export my data from the notifications section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,6.42,0,very_positive,5,1,android,APAC
TCKT_000801,2025-06-17T03:34:17,CUST_04609,individual,web_form,api_integration,other,high,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,1,api_client,LATAM
TCKT_000802,2023-04-03T10:55:09,CUST_06130,small_business,phone_transcript,billing,feature_request,medium,on_hold,gold,It would be great to have billing support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,1,api_client,NA
TCKT_000803,2022-09-14T12:34:28,CUST_05242,small_business,email,mobile_app,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,71.93,0,neutral,3,0,desktop_app,NA
TCKT_000804,2022-03-31T12:54:45,CUST_06001,small_business,email,login_auth,bug,high,on_hold,standard,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,android,APAC
TCKT_000805,2023-05-21T07:28:32,CUST_06469,education,phone_transcript,notifications,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,33.49,0,neutral,4,1,desktop_app,NA
TCKT_000806,2022-03-08T19:02:18,CUST_04660,enterprise,email,notifications,feature_request,low,resolved,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,33.83,0,positive,4,0,ios,LATAM
TCKT_000807,2025-09-08T03:00:22,CUST_02751,individual,in_app,analytics_dashboard,feature_request,low,on_hold,standard,It would be great to have analytics dashboard support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,0,0,ios,LATAM
TCKT_000808,2025-06-14T03:49:47,CUST_07805,individual,email,notifications,billing_problem,medium,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,9.5,0,very_negative,2,0,desktop_app,EU
TCKT_000809,2023-03-11T03:20:31,CUST_01185,individual,chat,analytics_dashboard,how_to,high,resolved,platinum,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,1.52,0,negative,3,0,android,LATAM
TCKT_000810,2022-10-12T15:08:25,CUST_02889,education,phone_transcript,mobile_app,feature_request,low,on_hold,standard,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,web,MEA
TCKT_000811,2025-04-10T02:44:01,CUST_04504,non_profit,email,mobile_app,other,high,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,9.84,0,positive,0,0,ios,EU
TCKT_000812,2022-09-25T10:13:40,CUST_04263,enterprise,email,notifications,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,26.71,0,positive,5,1,android,LATAM
TCKT_000813,2024-02-07T06:27:17,CUST_02577,enterprise,email,login_auth,account_access,high,in_progress,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,web,LATAM
TCKT_000814,2022-10-05T19:34:54,CUST_00633,small_business,email,billing,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,59.88,0,positive,5,0,api_client,EU
TCKT_000815,2024-05-24T07:00:12,CUST_03083,enterprise,email,login_auth,feature_request,high,open,gold,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,2,0,web,MEA
TCKT_000816,2024-04-14T14:27:27,CUST_02240,enterprise,email,billing,performance,medium,in_progress,platinum,Queries in the billing module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,0,android,MEA
TCKT_000817,2022-03-05T20:22:32,CUST_06153,individual,chat,analytics_dashboard,billing_problem,low,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,34.72,0,neutral,3,0,api_client,APAC
TCKT_000818,2024-04-04T15:13:08,CUST_08635,education,chat,billing,security_concern,high,closed_no_action,gold,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,199.05,0,negative,0,0,android,APAC
TCKT_000819,2024-09-10T18:00:50,CUST_03410,individual,web_form,data_export,other,high,on_hold,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,ios,MEA
TCKT_000820,2025-03-24T13:03:02,CUST_02485,education,chat,api_integration,feature_request,low,closed_no_action,standard,Our team needs more advanced options for api integration.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,76.98,0,neutral,3,0,ios,APAC
TCKT_000821,2022-04-09T22:19:56,CUST_06840,education,phone_transcript,notifications,feature_request,medium,in_progress,gold,It would be great to have notifications support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,api_client,EU
TCKT_000822,2024-07-29T16:38:52,CUST_06183,education,phone_transcript,notifications,account_access,medium,open,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,1,positive,4,0,ios,LATAM
TCKT_000823,2022-07-06T06:35:40,CUST_07063,individual,in_app,analytics_dashboard,feature_request,medium,resolved,platinum,It would be great to have analytics dashboard support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,6.04,0,neutral,0,0,api_client,APAC
TCKT_000824,2025-07-23T07:53:25,CUST_03684,non_profit,chat,mobile_app,how_to,medium,resolved,gold,Can you explain how to configure mobile app properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,4.88,0,very_positive,5,0,api_client,LATAM
TCKT_000825,2022-04-27T22:49:47,CUST_06404,small_business,in_app,data_export,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,62.4,0,positive,4,0,android,MEA
TCKT_000826,2025-09-25T09:22:32,CUST_06035,enterprise,phone_transcript,analytics_dashboard,performance,medium,resolved,gold,The analytics dashboard page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,19.06,0,neutral,4,0,web,MEA
TCKT_000827,2023-09-19T14:24:35,CUST_00154,individual,email,notifications,feature_request,high,resolved,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,7.14,0,very_positive,0,0,web,EU
TCKT_000828,2024-11-03T12:53:22,CUST_08734,individual,web_form,login_auth,how_to,high,resolved,standard,How can I export my data from the login auth section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,8.04,0,positive,0,0,api_client,LATAM
TCKT_000829,2024-09-16T00:15:38,CUST_04239,education,in_app,api_integration,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,65.44,0,negative,2,0,ios,EU
TCKT_000830,2023-07-28T15:19:41,CUST_03524,non_profit,email,billing,billing_problem,high,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,0,desktop_app,NA
TCKT_000831,2024-06-29T17:04:59,CUST_03886,education,email,mobile_app,security_concern,medium,open,platinum,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,1,web,MEA
TCKT_000832,2022-02-26T06:51:39,CUST_04115,enterprise,in_app,billing,how_to,low,in_progress,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,0,0,web,EU
TCKT_000833,2025-06-06T02:15:14,CUST_06251,non_profit,email,billing,billing_problem,high,in_progress,platinum,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,negative,2,0,desktop_app,EU
TCKT_000834,2024-11-17T11:12:58,CUST_04636,small_business,in_app,data_export,billing_problem,medium,in_progress,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,android,MEA
TCKT_000835,2024-01-17T19:38:00,CUST_04980,non_profit,web_form,data_export,how_to,medium,on_hold,gold,Can you explain how to configure data export properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,0,api_client,APAC
TCKT_000836,2022-05-06T21:24:57,CUST_01341,education,web_form,billing,feature_request,medium,closed_no_action,gold,It would be great to have billing support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,144.85,0,very_negative,0,0,api_client,LATAM
TCKT_000837,2025-02-14T10:05:48,CUST_02759,non_profit,phone_transcript,data_export,feature_request,medium,in_progress,standard,Our team needs more advanced options for data export.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,api_client,LATAM
TCKT_000838,2024-05-09T21:14:04,CUST_08752,enterprise,phone_transcript,api_integration,performance,high,in_progress,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,desktop_app,LATAM
TCKT_000839,2022-12-17T05:57:55,CUST_02329,enterprise,in_app,login_auth,billing_problem,medium,in_progress,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,1,negative,2,0,api_client,APAC
TCKT_000840,2024-05-29T00:04:34,CUST_09597,enterprise,web_form,analytics_dashboard,security_concern,low,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",54.54,0,very_negative,1,1,web,APAC
TCKT_000841,2024-08-20T09:01:20,CUST_05264,non_profit,email,api_integration,feature_request,high,resolved,gold,Can you add an option to customize api integration?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,8.32,0,neutral,4,0,web,APAC
TCKT_000842,2024-11-05T10:01:06,CUST_04081,small_business,chat,notifications,performance,medium,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,19.95,0,negative,2,0,ios,MEA
TCKT_000843,2023-06-15T14:34:07,CUST_06674,non_profit,in_app,api_integration,feature_request,low,resolved,gold,It would be great to have api integration support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,36.9,0,very_positive,5,0,web,LATAM
TCKT_000844,2022-03-06T22:45:44,CUST_06740,enterprise,chat,login_auth,account_access,medium,in_progress,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,api_client,EU
TCKT_000845,2022-04-27T00:14:53,CUST_01742,small_business,phone_transcript,notifications,account_access,medium,in_progress,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,api_client,LATAM
TCKT_000846,2025-06-09T18:21:03,CUST_07826,non_profit,chat,data_export,how_to,low,open,standard,Can you explain how to configure data export properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,1,ios,LATAM
TCKT_000847,2023-02-27T02:50:17,CUST_01392,small_business,web_form,notifications,how_to,medium,resolved,gold,Can you explain how to configure notifications properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,22.01,0,neutral,0,0,ios,NA
TCKT_000848,2022-08-07T11:06:07,CUST_06508,non_profit,web_form,billing,bug,low,on_hold,standard,I am seeing an error message when I click on billing.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,ios,LATAM
TCKT_000849,2024-04-30T13:07:28,CUST_05230,education,email,notifications,billing_problem,low,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,32.87,0,negative,3,0,api_client,NA
TCKT_000850,2023-06-27T08:53:50,CUST_07373,education,email,mobile_app,bug,high,in_progress,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,api_client,MEA
TCKT_000851,2023-09-24T10:06:26,CUST_08052,small_business,phone_transcript,api_integration,billing_problem,medium,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,47.24,0,negative,2,1,web,LATAM
TCKT_000852,2024-08-08T10:45:10,CUST_03031,education,in_app,api_integration,how_to,high,open,platinum,How can I export my data from the api integration section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,negative,2,0,desktop_app,APAC
TCKT_000853,2023-10-05T22:27:03,CUST_03110,education,chat,login_auth,performance,medium,resolved,gold,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,30.8,0,neutral,3,0,desktop_app,MEA
TCKT_000854,2025-02-09T05:38:40,CUST_06540,individual,in_app,analytics_dashboard,account_access,urgent,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,,,0,negative,3,0,desktop_app,MEA
TCKT_000855,2023-09-18T12:49:36,CUST_08660,education,chat,notifications,feature_request,high,resolved,standard,Can you add an option to customize notifications?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,8.76,0,neutral,0,0,api_client,EU
TCKT_000856,2024-02-14T22:23:01,CUST_08656,education,web_form,data_export,billing_problem,low,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,21.41,0,very_negative,1,0,api_client,MEA
TCKT_000857,2025-06-29T16:49:58,CUST_01427,small_business,chat,billing,account_access,low,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,154.25,0,very_negative,1,0,ios,MEA
TCKT_000858,2025-06-12T04:45:17,CUST_08954,individual,email,data_export,security_concern,high,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",23.58,1,positive,0,0,ios,APAC
TCKT_000859,2023-06-01T00:34:36,CUST_06554,small_business,phone_transcript,mobile_app,bug,high,in_progress,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,1,negative,0,0,android,APAC
TCKT_000860,2023-02-15T22:24:48,CUST_01913,non_profit,web_form,api_integration,feature_request,medium,open,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,1,web,EU
TCKT_000861,2022-02-28T05:53:23,CUST_01418,small_business,phone_transcript,login_auth,how_to,low,resolved,standard,How can I export my data from the login auth section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,50.22,0,negative,2,0,web,EU
TCKT_000862,2025-02-20T00:36:56,CUST_06338,non_profit,chat,notifications,account_access,low,in_progress,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,ios,NA
TCKT_000863,2022-04-10T15:06:04,CUST_08465,enterprise,web_form,analytics_dashboard,bug,high,resolved,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,18.4,0,negative,2,0,android,MEA
TCKT_000864,2023-08-05T06:11:24,CUST_02723,small_business,chat,api_integration,account_access,medium,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,39.34,0,negative,3,0,desktop_app,MEA
TCKT_000865,2024-09-26T06:41:23,CUST_06173,small_business,email,analytics_dashboard,bug,medium,resolved,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,4.47,0,positive,4,0,android,NA
TCKT_000866,2025-08-29T06:57:45,CUST_08665,enterprise,chat,notifications,account_access,high,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,positive,5,0,desktop_app,NA
TCKT_000867,2022-08-20T13:07:05,CUST_03186,individual,web_form,data_export,account_access,high,in_progress,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,ios,NA
TCKT_000868,2022-03-18T15:04:21,CUST_00761,individual,phone_transcript,notifications,security_concern,low,resolved,platinum,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",49.76,0,neutral,4,0,desktop_app,MEA
TCKT_000869,2024-10-19T23:23:07,CUST_01831,individual,phone_transcript,analytics_dashboard,how_to,medium,in_progress,platinum,How can I export my data from the analytics dashboard section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,1,negative,2,1,android,MEA
TCKT_000870,2023-01-22T14:09:19,CUST_00145,education,in_app,data_export,bug,low,in_progress,standard,The page keeps crashing whenever I try to open the data export section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,android,MEA
TCKT_000871,2025-04-03T13:25:13,CUST_03938,enterprise,phone_transcript,analytics_dashboard,security_concern,medium,resolved,platinum,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",45.86,0,negative,3,0,android,NA
TCKT_000872,2022-08-11T13:44:15,CUST_05939,enterprise,phone_transcript,mobile_app,account_access,urgent,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Reset account credentials and confirmed successful login.,7.09,0,positive,5,1,api_client,APAC
TCKT_000873,2023-01-18T02:00:55,CUST_00771,individual,phone_transcript,analytics_dashboard,bug,low,in_progress,standard,The analytics dashboard feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,ios,EU
TCKT_000874,2024-04-19T22:47:06,CUST_04932,small_business,phone_transcript,analytics_dashboard,feature_request,high,closed_no_action,standard,It would be great to have analytics dashboard support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,66.65,0,positive,5,0,desktop_app,MEA
TCKT_000875,2022-12-20T13:40:32,CUST_05742,non_profit,chat,analytics_dashboard,billing_problem,medium,in_progress,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,android,LATAM
TCKT_000876,2022-07-14T03:01:08,CUST_04693,enterprise,in_app,mobile_app,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,8.02,1,negative,2,0,android,EU
TCKT_000877,2022-08-19T02:15:39,CUST_06402,small_business,in_app,api_integration,billing_problem,medium,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,9.88,0,negative,2,0,ios,MEA
TCKT_000878,2025-08-11T08:44:25,CUST_01661,small_business,web_form,notifications,feature_request,medium,resolved,standard,Our team needs more advanced options for notifications.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,45.84,0,very_negative,2,0,api_client,EU
TCKT_000879,2025-02-10T00:03:06,CUST_06066,enterprise,email,api_integration,how_to,high,in_progress,platinum,How can I export my data from the api integration section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,positive,0,0,ios,EU
TCKT_000880,2025-09-18T19:48:58,CUST_01390,individual,phone_transcript,analytics_dashboard,security_concern,high,closed_no_action,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,114.86,1,negative,2,0,desktop_app,APAC
TCKT_000881,2023-12-18T19:00:13,CUST_00443,small_business,chat,billing,feature_request,medium,resolved,standard,It would be great to have billing support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,14.57,0,positive,4,0,web,MEA
TCKT_000882,2023-03-28T03:11:16,CUST_04568,non_profit,phone_transcript,api_integration,billing_problem,low,open,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,android,EU
TCKT_000883,2024-05-05T17:02:08,CUST_02940,individual,phone_transcript,billing,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,29.44,0,negative,3,0,api_client,MEA
TCKT_000884,2022-03-16T13:33:19,CUST_07384,education,phone_transcript,login_auth,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",44.96,0,very_negative,2,1,desktop_app,EU
TCKT_000885,2025-09-18T10:11:10,CUST_05154,small_business,chat,login_auth,bug,high,resolved,platinum,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,22.31,0,positive,5,0,web,APAC
TCKT_000886,2022-02-13T03:11:53,CUST_04847,education,chat,data_export,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,20.33,0,very_negative,1,0,web,EU
TCKT_000887,2022-11-30T02:02:34,CUST_05371,education,in_app,analytics_dashboard,performance,high,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,8.21,0,negative,3,0,android,LATAM
TCKT_000888,2024-01-28T11:59:54,CUST_07237,education,email,api_integration,security_concern,low,open,standard,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,ios,LATAM
TCKT_000889,2023-10-17T06:57:08,CUST_04995,non_profit,in_app,api_integration,bug,low,resolved,platinum,The api integration feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,59.06,1,very_positive,5,0,web,LATAM
TCKT_000890,2022-11-24T13:26:56,CUST_09863,education,email,login_auth,security_concern,medium,resolved,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",12.07,0,neutral,0,1,web,MEA
TCKT_000891,2022-02-13T04:33:42,CUST_02508,education,in_app,notifications,bug,low,resolved,gold,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,29.92,0,negative,0,0,ios,LATAM
TCKT_000892,2025-03-11T18:08:47,CUST_08522,education,phone_transcript,notifications,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,5.16,0,negative,3,0,android,LATAM
TCKT_000893,2024-02-15T09:20:50,CUST_03709,enterprise,in_app,billing,feature_request,medium,open,standard,Can you add an option to customize billing?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,1,desktop_app,NA
